Domain,Type,Name,Address,Target,Port,String
google.com,SOA,ns1.google.com,216.239.32.10,,,
google.com,SOA,ns1.google.com,2001:4860:4802:32::a,,,
google.com,NS,ns4.google.com,216.239.38.10,,,
google.com,NS,ns4.google.com,2001:4860:4802:38::a,,,
google.com,NS,ns2.google.com,216.239.34.10,,,
google.com,NS,ns2.google.com,2001:4860:4802:34::a,,,
google.com,NS,ns3.google.com,216.239.36.10,,,
google.com,NS,ns3.google.com,2001:4860:4802:36::a,,,
google.com,NS,ns1.google.com,216.239.32.10,,,
google.com,NS,ns1.google.com,2001:4860:4802:32::a,,,
google.com,MX,smtp.google.com,172.217.194.27,,,
google.com,MX,smtp.google.com,142.251.12.26,,,
google.com,MX,smtp.google.com,142.251.12.27,,,
google.com,MX,smtp.google.com,172.217.194.26,,,
google.com,MX,smtp.google.com,142.251.10.27,,,
google.com,MX,smtp.google.com,2404:6800:4003:c00::1b,,,
google.com,MX,smtp.google.com,2404:6800:4003:c00::1a,,,
google.com,MX,smtp.google.com,2404:6800:4003:c05::1b,,,
google.com,MX,smtp.google.com,2404:6800:4003:c01::1a,,,
google.com,A,google.com,142.250.183.14,,,
google.com,AAAA,google.com,2404:6800:4009:82d::200e,,,
google.com,TXT,google.com,,,,'cisco-ci-domain-verification=479146de172eb01ddee38b1a455ab9e8bb51542ddd7f1fa298557dfa7b22d963'
google.com,TXT,google.com,,,,'google-site-verification=4ibFUgB-wXLQ_S7vsXVomSTVamuOXBiVAzpR5IZ87D0'
google.com,TXT,google.com,,,,'docusign=05958488-4752-4ef2-95eb-aa7ba8a3bd0e'
google.com,TXT,google.com,,,,'v=spf1 include:_spf.google.com ~all'
google.com,TXT,google.com,,,,'docusign=1b0a6754-49b1-4db5-8540-d2c12664b289'
google.com,TXT,google.com,,,,'onetrust-domain-verification=de01ed21f2fa4d8781cbc3ffb89cf4ef'
google.com,TXT,google.com,,,,'google-site-verification=TV9-DBe4R80X4v0M4U_bd_J9cpOJM0nikft0jAgjmsQ'
google.com,TXT,google.com,,,,'apple-domain-verification=30afIBcvSuDV2PLX'
google.com,TXT,google.com,,,,'globalsign-smime-dv=CDYX+XFHUw2wml6/Gb8+59BsH31KzUr6c1l2BPvqKX8='
google.com,TXT,google.com,,,,'google-site-verification=wD8N7i1JTNTkezJ49swvWW48f8_9xveREV4oB-0Hf5o'
google.com,TXT,google.com,,,,'facebook-domain-verification=22rm551cu4k0ab0bxsw536tlds4h95'
google.com,TXT,google.com,,,,'MS=E4A68B9AB2BB9670BCE15412F62916164C0B20BB'
google.com,TXT,_dmarc.google.com,,,,'v=DMARC1; p=reject; rua=mailto:mailauth-reports@google.com'
google.com,SRV,_ldap._tcp.google.com,216.239.32.58,ldap.google.com,389,
google.com,SRV,_ldap._tcp.google.com,2001:4860:4802:32::3a,ldap.google.com,389,
google.com,SRV,_caldav._tcp.google.com,142.250.182.174,calendar.google.com,80,
google.com,SRV,_caldav._tcp.google.com,2404:6800:4009:827::200e,calendar.google.com,80,
google.com,SRV,_caldavs._tcp.google.com,142.250.182.174,calendar.google.com,443,
google.com,SRV,_caldavs._tcp.google.com,2404:6800:4009:827::200e,calendar.google.com,443,
google.com,SRV,_carddavs._tcp.google.com,142.250.183.14,google.com,443,
google.com,SRV,_carddavs._tcp.google.com,2404:6800:4009:82d::200e,google.com,443,
