Domain,Type,Name,Address,Target,Port,String
cloudflare.com,SOA,ns3.cloudflare.com,162.159.7.226,,,
cloudflare.com,SOA,ns3.cloudflare.com,162.159.0.33,,,
cloudflare.com,SOA,ns3.cloudflare.com,2400:cb00:2049:1::a29f:21,,,
cloudflare.com,SOA,ns3.cloudflare.com,2400:cb00:2049:1::a29f:7e2,,,
cloudflare.com,NS,ns4.cloudflare.com,162.159.1.33,,,
cloudflare.com,NS,ns4.cloudflare.com,162.159.8.55,,,
cloudflare.com,NS,ns4.cloudflare.com,2400:cb00:2049:1::a29f:121,,,
cloudflare.com,NS,ns4.cloudflare.com,2400:cb00:2049:1::a29f:837,,,
cloudflare.com,NS,ns7.cloudflare.com,162.159.6.6,,,
cloudflare.com,NS,ns7.cloudflare.com,162.159.4.8,,,
cloudflare.com,NS,ns7.cloudflare.com,2400:cb00:2049:1::a29f:408,,,
cloudflare.com,NS,ns7.cloudflare.com,2400:cb00:2049:1::a29f:606,,,
cloudflare.com,NS,ns6.cloudflare.com,162.159.5.6,,,
cloudflare.com,NS,ns6.cloudflare.com,162.159.3.11,,,
cloudflare.com,NS,ns6.cloudflare.com,2400:cb00:2049:1::a29f:506,,,
cloudflare.com,NS,ns6.cloudflare.com,2400:cb00:2049:1::a29f:30b,,,
cloudflare.com,NS,ns3.cloudflare.com,162.159.7.226,,,
cloudflare.com,NS,ns3.cloudflare.com,162.159.0.33,,,
cloudflare.com,NS,ns3.cloudflare.com,2400:cb00:2049:1::a29f:7e2,,,
cloudflare.com,NS,ns3.cloudflare.com,2400:cb00:2049:1::a29f:21,,,
cloudflare.com,NS,ns5.cloudflare.com,162.159.9.55,,,
cloudflare.com,NS,ns5.cloudflare.com,162.159.2.9,,,
cloudflare.com,NS,ns5.cloudflare.com,2400:cb00:2049:1::a29f:209,,,
cloudflare.com,NS,ns5.cloudflare.com,2400:cb00:2049:1::a29f:937,,,
cloudflare.com,MX,mailstream-central.mxrecord.mx,172.65.242.201,,,
cloudflare.com,MX,mailstream-canary.mxrecord.io,172.65.237.73,,,
cloudflare.com,MX,mailstream-east.mxrecord.io,172.65.213.128,,,
cloudflare.com,MX,mailstream-west.mxrecord.io,172.65.220.210,,,
cloudflare.com,A,cloudflare.com,104.16.132.229,,,
cloudflare.com,A,cloudflare.com,104.16.133.229,,,
cloudflare.com,AAAA,cloudflare.com,2606:4700::6810:85e5,,,
cloudflare.com,AAAA,cloudflare.com,2606:4700::6810:84e5,,,
cloudflare.com,TXT,cloudflare.com,,,,'miro-verification=bdd7dfa0a49adfb43ad6ddfaf797633246c07356'
cloudflare.com,TXT,cloudflare.com,,,,'asv=894f6d1f9f83bcf44e4b1bc40bc1c4aa'
cloudflare.com,TXT,cloudflare.com,,,,'google-site-verification=C7thfNeXVahkVhniiqTI1iSVnElKR_kBBtnEHkeGDlo'
cloudflare.com,TXT,cloudflare.com,,,,'v=spf1 ip4:199.15.212.0/22 ip4:173.245.48.0/20 include:_spf.google.com include:spf1.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com include:_spf.salesforce.com -all'
cloudflare.com,TXT,cloudflare.com,,,,'docker-verification=c578e21c-34fb-4474-9b90-d55ee4cba10c'
cloudflare.com,TXT,cloudflare.com,,,,'onetrust-domain-verification=bd5cd08a1e9644799fdb98ed7d60c9cb'
cloudflare.com,TXT,cloudflare.com,,,,'stripe-verification=bf1a94e6b16ace2502a4a7fff574a25c8a45291054960c883c59be39d1788db9'
cloudflare.com,TXT,cloudflare.com,,,,'liveramp-site-verification=EhH1MqgwbndTWl1AN64hOTKz7hc1s80yUpchLbgpfY0'
cloudflare.com,TXT,cloudflare.com,,,,'google-site-verification=ZdlQZLBBAPkxeFTCM1rpiB_ibtGff_JF5KllNKwDR9I'
cloudflare.com,TXT,cloudflare.com,,,,'facebook-domain-verification=h9mm6zopj6p2po54woa16m5bskm6oo'
cloudflare.com,TXT,cloudflare.com,,,,'status-page-domain-verification=r14frwljwbxs'
cloudflare.com,TXT,cloudflare.com,,,,'atlassian-domain-verification=WxxKyN9aLnjEsoOjUYI6T0bb5vcqmKzaIkC9Rx2QkNb751G3LL/cus8/ZDOgh8xB'
cloudflare.com,TXT,cloudflare.com,,,,'stripe-verification=5096d01ff2cf194285dd51cae18f24fa9c26dc928cebac3636d462b4c6925623'
cloudflare.com,TXT,cloudflare.com,,,,'ZOOM_verify_7LFBvOO9SIigypFG2xRlMA'
cloudflare.com,TXT,cloudflare.com,,,,'creatopy-domain-verification=97d2ca50-9b6f-4a21-9bdb-fbb630e4cec7'
cloudflare.com,TXT,cloudflare.com,,,,'cisco-ci-domain-verification=27e926884619804ef987ae4aa1c4168f6b152ada84f4c8bfc74eb2bd2912ad72'
cloudflare.com,TXT,cloudflare.com,,,,'drift-domain-verification=f037808a26ae8b25bc13b1f1f2b4c3e0f78c03e67f24cefdd4ec520efa8e719f'
cloudflare.com,TXT,cloudflare.com,,,,'_neqmkgaq1lq9it5s8qmetrhbnu121wb'
cloudflare.com,TXT,cloudflare.com,,,,'logmein-verification-code=b3433c86-3823-4808-8a7e-58042469f654'
cloudflare.com,TXT,cloudflare.com,,,,'MS=ms70274184'
cloudflare.com,TXT,cloudflare.com,,,,'apple-domain-verification=DNnWJoArJobFJKhJ'
cloudflare.com,TXT,_dmarc.cloudflare.com,,,,'v=DMARC1; p=reject; pct=100; rua=mailto:rua@cloudflare.com,mailto:cloudflare@dmarc.area1reports.com; ruf=mailto:cloudflare@dmarc.area1reports.com'
